,news_title,news_details,news_date,source_name
30,मनी लॉन्ड्रिंग मामले में ED ने सत्येंद्र जैन के खिलाफ चार्जशीट दाखिल की,"सीबीआई ने आरोप लगाया है कि जैन ने 14 फरवरी, 2015 से 31 मई, 2017 की अवधि के दौरान दिल्ली सरकार में मंत्री के पद पर रहते हुए, अपनी आय के ज्ञात स्रोतों से अधिक संपत्ति अर्जित की है.","बुधवार जुलाई 27, 2022 04:02 PM IST",NDTV News
31,जम्मू-कश्मीर के पूर्व सीएम फारूक अब्दुल्ला के खिलाफ मनी लांड्रिंग केस में चार्जशीट दाखिल,चार्जशीट जम्मू कश्मीर क्रिकेट एसोसिएशन में कथित वित्तीय अनियमितताओं से संबंधित मनी लॉन्ड्रिंग मामले में दायर की गई है. इस मामले में 84 साल के फारूक अब्दुल्ला से ईडी ने कई बार पूछताछ की है.,"मंगलवार जुलाई 26, 2022 04:28 PM IST",NDTV News
32,"ईडी ने मुंबई के पूर्व पुलिस कमिश्नर संजय पांडे को किया गिरफ्तार, एनएसई को-लोकेशन केस में मनी लांड्रिंग का आरोप",संजय पांडे (EX Mumbai police commissioner Sanjay Pandey) की यह गिरफ्तारी एनएसई को लोकेशन केस से जुड़े मनी लांड्रिंग के मामले में की गई है. को लोकेशन केस में नेशनल स्टॉक एक्सचेंज की पूर्व सीईओ चित्रा रामकृष्णन मुख्य आरोपी हैं. ,"बुधवार जुलाई 20, 2022 05:27 PM IST",NDTV News
33,"ED के सामने आज पेश नहीं होंगी सत्येंद्र जैन की पत्नी, खराब स्वास्थ्य का दिया हवाला : सूत्र","ED ने कोलकाता की एक कंपनी से जुड़े कथित हवाला लेनदेन के सिलसिले में दिल्ली सरकार में मंत्री सत्येंद्र जैन को 30 म‌ई को गिरफ्तार किया था. इसी मामले में ED ने सत्येंद्र की पत्नी पूनम जैन को भी 14 जुलाई के लिए तलब किया था, लेकिन खराब स्वास्थ्य का हवाला देकर पूनम जैन पूछताछ के लिए ED दफ़्तर नहीं पहुंच रहीं.","गुरुवार जुलाई 14, 2022 11:32 AM IST",NDTV News
34,"ईडी ने सोनिया गांधी को 21 जुलाई को पूछताछ के लिए बुलाया, नेशनल हेराल्ड मनी लांड्रिंग केस में होंगे सवाल-जवाब",नेशनल हेराल्‍ड मनी लांड्रिंग मामले को लेकर प्रवर्तन निदेशालय ने कांग्रेस अध्‍यक्ष सोनिया गांधी को पूछताछ के लिए नोटिस भेजा है. यह पूछताछ 21 जुलाई को होगी.ईडी ने इस मामले में सोनिया को 23 जून को पूछताछ के लिए तलब किया था लेकिन कोस्वास्थ्य संबंधी समस्याओं के चलते कांग्रेस अध्‍यक्ष ने पूछताछ को कुछ सप्‍ताह टालने का आग्रह किया था.,"सोमवार जुलाई 11, 2022 05:12 PM IST",NDTV News
35,एनएसई को-लोकेशन मामलाः ईडी ने मुंबई के पूर्व पुलिस आयुक्त संजय पांडे से पूछताछ की,वर्ष 1986 बैच के भारतीय पुलिस सेवा (आईपीएस) के अधिकारी पांडे 30 जून को सेवानिवृत्त हुए थे. मुंबई के पुलिस आयुक्त के रूप में एक मार्च से शुरू हुए अपने चार महीने के कार्यकाल से पहले उन्होंने महाराष्ट्र के कार्यवाहक पुलिस महानिदेशक के रूप में कार्य किया था.,"मंगलवार जुलाई 5, 2022 04:12 PM IST",NDTV News
36,"ED ने मुंबई के पूर्व पुलिस कमिश्नर संजय पांडे को किया तलब, 3 दिन पहले हुए हैं रिटायर",मुंबई के पूर्व पुलिस कमिश्नर संजय पांडे को 5 जुलाई को तलब किया है. मनी लांड्रिंग केस में जांच एजेंसी ने उन्हें समन भेजा है.,"सोमवार जुलाई 4, 2022 12:23 AM IST",NDTV News
37,दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन की न्यायिक हिरासत 14 दिन के लिये बढ़ाई गई,धनशोधन के एक मामले (Money Laundering Case) में प्रवर्तन निदेशालय (ED) द्वारा गिरफ्तार किए गए दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन (Satyendra Jain) की न्यायिक हिरासत सोमवार को यहां की एक अदालत ने दो सप्ताह के लिए बढ़ा दी.,"सोमवार जून 27, 2022 05:32 PM IST",NDTV News
38,मेरे पास हवाला का पैसा कहां है? : कांग्रेस की कर्नाटक इकाई के प्रमुख डी के शिवकुमार का दावा,धन शोधन मामले (Money Laundering Case) में अगले हफ्ते दिल्ली की एक अदालत में पेश होने वाले कांग्रेस की कर्नाटक इकाई के अध्यक्ष डी के शिवकुमार (DK Shivakumar) ने शुक्रवार को दावा किया कि उनके पास ‘हवाला का कोई पैसा’ नहीं है और अदालत मामले पर फैसला करेगी.,"शुक्रवार जून 24, 2022 06:47 PM IST",NDTV News
39,सोनिया गांधी ने ED से पूछताछ को कुछ सप्‍ताह टालने का किया अनुरोध,नेशनल हेराल्‍ड केस से संबंधित कथित मनी लांड्रिंग मामले में कांग्रेस अध्‍यक्ष सोनिया गांधी ने प्रवर्तन निदेशालय से पूछताछ को दो दिन टालने का आग्रह किया है. सोनिया को गुरुवार को प्रवर्तन निदेशालय के समक्ष पूछताछ के लिए तलब किया गया था.,"बुधवार जून 22, 2022 03:45 PM IST",NDTV News
40,"राहुल गांधी से ED ने 5वें दिन देर रात तक की पूछताछ, 12 घंटे तक चले सवाल-जवाब",नेशनल हेराल्‍ड केस से संबंधित कथित मनी लांड्रिंग मामले में प्रवर्तन निदेशालय ने मंगलवार को को कांग्रेस के पूर्व अध्‍यक्ष राहुल गांधी से पूछताछ की. राहुल से पूछताछ का यह पांचवां दिन रहा. ईडी के अधिकारियों ने राहुल गांधी से बिना ब्रेक के करीब 10 घंटे तक पूछताछ की.,"बुधवार जून 22, 2022 12:55 AM IST",NDTV News
41,"दिल्ली सरकार के मंत्री सत्येंद्र जैन को कोर्ट से बड़ा झटका, मनी लॉन्ड्रिंग केस में नहीं मिली जमानत",दिल्ली की आप सरकार के मंत्री सत्येंद्र जैन को मनी लॉन्ड्रि्ंग मामले में कोर्ट से बड़ा झटका लगा है. दरअसल स्वास्थ्य मंत्री को जमानत नहीं मिली. मनी लॉन्ड्रिंग मामले में अदालत ने दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन की जमानत याचिका खारिज कर दी है.,"शनिवार जून 18, 2022 12:29 PM IST",NDTV News
42,"जेल में बंद दिल्ली के मंत्री सत्येंद्र जैन से जुड़े 10 ठिकानों पर ED की रेड, दो हफ्ते में दूसरा छापा",दो हफ्तों में जैन के ठिकानों पर ईडी की यह दूसरी रेड है. इससे पहले 6 जून को भी ईडी के अधिकारियों ने जैन से जुड़े सात ठिकानों पर छापेमारी की थी. सत्येंद्र जैन मनी लॉन्ड्रिंग केस में फिलहाल न्यायिक हिरासत में जेल में बंद हैं.,"शुक्रवार जून 17, 2022 09:20 AM IST",NDTV News
43,"Live Updates: राहुल गांधी से आज तीसरे दिन ED की पूछताछ, कांग्रेस नेता का आरोप- ""पुलिस पार्टी दफ्तर में घुसी, ये तानाशाही है""","कांग्रेस नेता अधीर रंजन चौधरी ने आरोप लगाया है कि पुलिस हमारे कांग्रेस दफ्तर में घुसी ,ये तानाशाही है. इससे पूर्व राहुल गांधी ईडी के दफ्तर में लगातार तीसरे दिन पूछताछ के लिए पहुंचे थे.","बुधवार जून 15, 2022 07:23 PM IST",NDTV News
44,"राहुल गांधी ने ED से मांगा एक दिन का ब्रेक, शुक्रवार को फिर बुलाया गया, तीन दिनों में हुई 30 घंटों की पूछताछ; 10 बातें",Money laundering case: नेशनल हेराल्ड अखबार से संबंधित कथित मनी लॉन्ड्रिंग मामले में गुरुवार को कांग्रेस नेता राहुल गांधी से पूछताछ नहीं की जाएगी. सूत्रों की मानें तो तीन दिनों में तीस घंटे की पूछताछ के बाद राहुल ने ईडी से ब्रेक मांगी थी. ऐसे में उनकी मांग मानते हुए ईडी ने उन्हें एक दिन की राहत दी है. लेकिन शुक्रवार उन्हें फिर से बुलाया गया था. बता दें कि बुधवार को लगातार तीसरे दिन प्रवर्तन निदेशालय ने राहुल गांधी से पूछताछ की थी. उनसे इन-कैमरा पूछताछ की गई. बुधवार को उनसे उनकी यंग इंडिया हिस्सेदारी से जुड़े डॉक्यूमेंट के आधार पर करीब 35 सवाल पूछे गए. ई़डी के सूत्रों के मुताबिक राहुल गांधी जांच में सहयोग नहीं कर रहे हैं.,"गुरुवार जून 16, 2022 08:12 AM IST",NDTV News
45,महाराष्ट्र के मंत्री और शिवसेना नेता अनिल परब को ईडी ने बुधवार को तलब किया,महाराष्ट्र के परिवहन मंत्री और शिवसेना नेता अनिल परब (Anil Parab ) को प्रवर्तन निदेशालय (ED) ने कल तलब किया है. दापोली में परब के रिसॉर्ट से जुड़े मनी लॉन्ड्रिंग (Money laundering case) के मामले में उनको तलब किया गया है. ईडी ने पिछले माह रत्नागिरी जिले के दापोली समुद्र तट क्षेत्र में एक रिसॉर्ट के निर्माण में मानदंडों के कथित उल्लंघन से जुड़ी मनी लॉन्ड्रिंग की जांच के के लिए अनिल परब और अन्य के कई ठिकानों पर छापे मारे थे. ,"मंगलवार जून 14, 2022 11:22 PM IST",NDTV News
46,"राहुल गांधी से ED ने लगातार दूसरे दिन की 10 घंटे पूछताछ, बुधवार को फिर किया तलब",प्रवर्तन निदेशालय (ईडी) ने कांग्रेस नेता राहुल गांधी (Rahul Gandhi) को नेशनल हेराल्ड (National Herald) से जुड़े धनशोधन मामले (Money laundering case) में पूछताछ के लिए लगातार तीसरे दिन 15 जून को तलब किया है.,"मंगलवार जून 14, 2022 11:31 PM IST",NDTV News
47,"दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन की जमानत याचिका पर फैसला सुरक्षित, मनी लॉन्ड्रिंग से जुड़ा है मामला",स्वास्थ्य मंत्री सत्येंद्र जैन को 30 मई को धन शोधन निवारण अधिनियम (पीएमएलए) की आपराधिक धाराओं के तहत गिरफ्तार किया गया था और वे ईडी की हिरासत में हैं. ,"मंगलवार जून 14, 2022 01:35 PM IST",NDTV News
48,"नेशनल हेराल्ड केस : ED ने राहुल गांधी से की 10 घंटे पूछताछ, मंगलवार को फिर किया तलब",Rahul Gandhi :ईडी ने राहुल गांधी को पूछताछ के लिए मंगलवार को भी तलब किया है. राहुल गांधी से नेशनल हेराल्ड अखबार से जुड़े कथित मनी लांड्रिंग केस (money laundering) में पूछताछ की गई है.,"मंगलवार जून 14, 2022 12:12 AM IST",NDTV News
49,"सांसद केसी वेणुगोपाल के साथ धक्कामुक्की, कांग्रेस के विरोध प्रदर्शन के दौरान दिल्ली पुलिस पर आरोप",दिल्ली पुलिस ने रविवार शाम को मार्च को इजाजत नहीं देने का फैसला लिया था और इसके लिए सांप्रदायिक माहौल और कानून-व्यवस्था की स्थिति और वीआईपी मूवमेंट का हवाला दिया था.,"मंगलवार जून 14, 2022 03:37 AM IST",NDTV News
50,"दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन की कोर्ट में पेशी आज, ईडी ने मनी लॉन्ड्रिंग मामले में किया था गिरफ्तार",दिल्‍ली की अरविंद केजरीवाल सरकार के मंत्री सत्‍येंद्र जैन (Satyendar Jain) को प्रवर्तन निदेशालय (ED) ने कथित मनी लांड्रिंग मामले में गिरफ्तार किया गया है. आप' के मंत्री के खिलाफ मनी लॉन्ड्रिंग का ईडी का मामला अगस्त 2017 में सीबीआई द्वारा उनके और अन्य के खिलाफ आय से अधिक संपत्ति रखने के आरोप में दर्ज की गई एफईआआर से उपजा है..,"मंगलवार मई 31, 2022 08:32 AM IST",NDTV News
